timestamp,sensor_id,ldr_raw,ldr_lux,is_daylight,room_lights_on,current_a,current_adc,voltage_v,power_w,energy_kwh,indoor_temperature_c,indoor_humidity_pct,outdoor_temperature_c,data_quality
2025-12-30 00:00:32.240523,ESP32_NODE_001,613.0,599.5666544100513,False,True,1.6545006479548303,545,230,380.535149029611,0.031711262419134245,22.6,69.4,16.99100040939713,good
2025-12-30 00:05:32.240523,ESP32_NODE_001,585.0,572.7965201022845,False,True,0.8173566097263141,528,230,187.99202023705223,0.015666001686421016,21.4,76.8,15.758733881218651,good
2025-12-30 00:10:32.240523,ESP32_NODE_001,543.0,531.4644461133511,False,True,0.781674790717099,527,230,179.78520186493276,0.014982100155411064,22.9,69.3,18.73616633022189,good
2025-12-30 00:15:32.240523,ESP32_NODE_001,623.0,609.5823291773374,False,True,1.2424349847063187,536,230,285.76004648245333,0.02381333720687111,22.1,65.0,13.960513210547017,good
2025-12-30 00:20:32.240523,ESP32_NODE_001,607.0,594.2941216323313,False,True,0.8272992294913311,528,230,190.27882278300615,0.01585656856525051,22.4,64.3,18.06044790012368,good
2025-12-30 00:25:32.240523,ESP32_NODE_001,623.0,609.9354821146517,False,True,1.2557641987545518,537,230,288.8257657135469,0.02406881380946224,22.7,75.5,17.895578969838226,good
2025-12-30 00:30:32.240523,ESP32_NODE_001,635.0,620.834976024769,False,True,1.2052069044542542,536,230,277.1975880244785,0.023099799002039872,23.1,67.7,19.99763838921693,good
2025-12-30 00:35:32.240523,ESP32_NODE_001,576.0,563.165328398286,False,True,1.3063781353244388,538,230,300.4669711246209,0.025038914260385074,22.0,69.8,16.57760457036382,good
2025-12-30 00:40:32.240523,ESP32_NODE_001,630.0,616.1627918870706,False,True,1.1997586853735207,535,230,275.9444976359098,0.02299537480299248,22.6,69.5,18.471521484338183,good
2025-12-30 00:45:32.240523,ESP32_NODE_001,574.0,561.5240006351668,False,True,0.8228126570555253,528,230,189.24691112277083,0.015770575926897568,22.6,68.1,17.944515350841083,good
2025-12-30 00:50:32.240523,ESP32_NODE_001,619.0,605.1999944238811,False,True,1.3255653342408766,538,230,304.88002687540165,0.025406668906283472,21.5,68.0,14.654742060019498,good
2025-12-30 00:55:32.240523,ESP32_NODE_001,606.0,592.8317231924602,False,True,1.0436720845909166,532,230,240.04457945591082,0.020003714954659232,22.2,68.7,16.34230120466636,good
2025-12-30 01:00:32.240523,ESP32_NODE_001,613.0,599.3314158619735,False,True,0.742128135410171,526,230,170.68947114433934,0.01422412259536161,22.1,74.5,18.15533439490788,good
2025-12-30 01:05:32.240523,ESP32_NODE_001,622.0,608.8357185341356,False,True,0.6452826161701868,524,230,148.41500171914296,0.012367916809928579,21.8,81.0,16.51959425176172,good
2025-12-30 01:10:32.240523,ESP32_NODE_001,667.0,652.042579170959,False,True,0.7649303856856466,527,230,175.93398870769872,0.01466116572564156,21.6,69.0,16.565647749875534,good
2025-12-30 01:15:32.240523,ESP32_NODE_001,586.0,573.7183368496728,False,True,1.1266162388742178,534,230,259.1217349410701,0.02159347791175584,22.6,68.7,16.388751931767352,good
2025-12-30 01:20:32.240523,ESP32_NODE_001,595.0,581.9973147381467,False,True,1.1145697233325735,534,230,256.35103636649194,0.021362586363874326,21.5,76.4,16.7776665321716,good
2025-12-30 01:25:32.240523,ESP32_NODE_001,671.0,656.2935688059869,False,True,0.4515677791954321,521,230,103.86058921494939,0.00865504910124578,20.9,74.8,14.479999600775171,good
2025-12-30 01:30:32.240523,ESP32_NODE_001,596.0,583.0099127820247,False,True,1.0942292952833028,533,230,251.67273791515964,0.020972728159596637,21.8,73.4,17.809802523883093,good
2025-12-30 01:35:32.240523,ESP32_NODE_001,575.0,562.3148762992046,False,True,1.0679609427697132,533,230,245.63101683703403,0.02046925140308617,23.1,67.2,19.30951110297867,good
