timestamp,lighting_energy_kwh,appliance_energy_kwh,hvac_energy_kwh,occupancy_factor,outdoor_temperature,total_energy_kwh,cumulative_energy_kwh,hour,day_of_week,is_weekend,is_peak_hour,temperature,humidity,cloud_cover,wind_speed,shortwave_radiation,carbon_intensity,renewable_percentage,grid_price_per_kwh,ldr_lux,current_a,power_w,indoor_temperature_c,indoor_humidity_pct,energy_cost,carbon_footprint
2025-12-30 00:00:00,0.0,0.14456468030026198,0.29171516184809865,0.0,17.331026626349235,0.43627984214836063,0.43627984214836063,0,1,False,False,15.669120904364348,88.85727756301543,91.6835099855752,2.1188537640465017,-0.0,572.6895035346242,37.885082744229294,6.489690342269933,598.0731918873819,1.0341733058422935,237.85986034372752,22.041666666666668,68.45833333333333,2.831321078117267,0.24985288620210888
2025-12-30 01:00:00,0.0,0.1947431975913509,0.2576047922258436,0.0,18.57520827712452,0.4523479898171945,0.8886278319655552,1,1,False,False,17.298260829994902,82.11718996551032,90.22091458798026,1.9346569818069743,-0.0,484.25548800837,52.62408533193834,5.835170683802369,566.114961540654,1.0668198736482915,245.36857093910703,22.066666666666666,70.77499999999999,2.639527729058226,0.2190519965585307
2025-12-30 02:00:00,0.0,0.13964006187814904,0.20105824293202718,0.0,19.976131671104817,0.3406983048101762,1.2293261367757313,2,1,False,False,18.356300674342194,85.32071765722297,8.187862706280553,3.9182893983969107,-0.0,515.9190952434889,47.346817459418524,6.152211696174013,593.9859265786889,1.0576733263164708,243.26486505278828,22.825,72.21666666666667,2.096048095719825,0.1757727611686565
2025-12-30 03:00:00,0.0,1.6012118986681108,0.31005367151335306,0.0,17.750193485414894,1.9112655701814638,3.140591706957195,3,1,False,False,20.362274827870685,72.33275177871175,10.937442872367447,2.242302968219892,-0.0,440.8930132896869,59.85116445171885,6.087407501975717,639.203536153216,0.9673405594615271,222.48832867615124,22.474999999999998,76.05,11.634652370190539,0.8426636364341372
2025-12-30 04:00:00,0.0,0.2539283177477768,0.0,0.0,22.670690690317233,0.2539283177477768,3.394520024704972,4,1,False,False,21.896929269489554,73.4353697521623,15.954936530507531,1.2289112399255768,-0.0,569.2245353150148,38.46257744749754,6.7885807777742295,681.4864932018096,0.9465876262046127,217.71515402706095,23.041666666666668,75.11666666666666,1.7238128967951043,0.1445422286733017
2025-12-30 05:00:00,0.0,0.21380062000986724,0.0,0.0,23.77894926213222,0.21380062000986724,3.6083206447148393,5,1,False,False,26.464138369313794,65.28205702326298,1.4823158535383456,4.1878679560953085,-0.0,524.2421623182871,45.95963961361882,5.5888722551377255,776.7365381032026,1.0956054629197594,251.98925647154465,23.7,75.70833333333333,1.1949043533043906,0.11208329933896324
2025-12-30 06:00:00,0.0566256589481086,0.13553844172796592,0.0,0.8,24.251973949243247,0.19216410067607453,3.800484745390914,6,1,False,True,22.913107471964697,75.27429695096815,6.3235625539436535,3.095291473336572,0.0,539.2405020481204,43.459916325313266,6.072402876257757,870.685941262333,3.043939330352432,700.1060459810593,24.40833333333333,75.45833333333333,1.1668978376588803,0.10362266612419199
2025-12-30 07:00:00,0.04338295777387804,0.9909942628875159,0.45860023517804904,0.8,27.24931304163866,1.4929774558394429,5.293462201230357,7,1,False,True,29.074805514670956,62.384535389622826,7.058854062213195,2.396655128760477,464.70572968893396,588.6731026752705,35.22114955412159,6.750029309590936,428.51435699684333,3.1363497190399166,721.3604353791808,25.05,70.23333333333333,10.077641585474746,0.8788756711532365
2025-12-30 08:00:00,0.051966868945392306,0.9316784470134187,1.411581426753874,0.8,33.25107913439436,2.395226742712685,7.688688943943042,8,1,False,True,27.082154103205156,55.76070459707405,17.364463663810227,3.3802845064359124,715.644737224924,637.2921820555154,27.117969657414108,7.990876183012677,606.4267511787108,3.031953865695202,697.3493891098964,25.458333333333332,69.36666666666666,19.13996033125783,1.5264592773810917
2025-12-30 09:00:00,0.01829234291271834,1.0747792271159424,0.8798907490403732,0.3,30.181726799324625,1.9729623190690342,9.661651263012075,9,1,False,True,30.64780588130351,56.32484523181431,11.122861094412226,2.635527208629303,888.7713890558776,561.333827520844,39.77769541319266,6.342612211035223,773.4587621077139,3.1163121072184694,716.7517846602478,25.958333333333332,69.39166666666667,12.513734896839628,1.1074904901174216
2025-12-30 10:00:00,0.015014295628133537,0.3912287456174064,1.4355676729793871,0.3,33.794789847814435,1.8418107142249271,11.503461977237002,10,1,False,True,29.39003999967609,61.987205687303515,18.282490859312666,5.578137980550251,707.694388498223,539.126382700405,43.47893621659917,5.926138802479813,913.2833676804831,2.078566198633505,478.0702256857062,26.691666666666666,64.46666666666667,10.914825940391399,0.9929687479789343
