timestamp,lighting_energy_kwh,appliance_energy_kwh,hvac_energy_kwh,occupancy_factor,outdoor_temperature,total_energy_kwh,cumulative_energy_kwh,hour,day_of_week,is_weekend,is_peak_hour
2025-12-30 00:00:00,0.0,0.14456468030026198,0.29171516184809865,0.0,17.331026626349235,0.43627984214836063,0.43627984214836063,0,1,False,False
2025-12-30 01:00:00,0.0,0.1947431975913509,0.2576047922258436,0.0,18.57520827712452,0.4523479898171945,0.8886278319655552,1,1,False,False
2025-12-30 02:00:00,0.0,0.13964006187814904,0.20105824293202718,0.0,19.976131671104817,0.3406983048101762,1.2293261367757313,2,1,False,False
2025-12-30 03:00:00,0.0,1.6012118986681108,0.31005367151335306,0.0,17.750193485414894,1.9112655701814638,3.140591706957195,3,1,False,False
2025-12-30 04:00:00,0.0,0.2539283177477768,0.0,0.0,22.670690690317233,0.2539283177477768,3.394520024704972,4,1,False,False
2025-12-30 05:00:00,0.0,0.21380062000986724,0.0,0.0,23.77894926213222,0.21380062000986724,3.6083206447148393,5,1,False,False
2025-12-30 06:00:00,0.0566256589481086,0.13553844172796592,0.0,0.8,24.251973949243247,0.19216410067607453,3.800484745390914,6,1,False,True
2025-12-30 07:00:00,0.04338295777387804,0.9909942628875159,0.45860023517804904,0.8,27.24931304163866,1.4929774558394429,5.293462201230357,7,1,False,True
2025-12-30 08:00:00,0.051966868945392306,0.9316784470134187,1.411581426753874,0.8,33.25107913439436,2.395226742712685,7.688688943943042,8,1,False,True
2025-12-30 09:00:00,0.01829234291271834,1.0747792271159424,0.8798907490403732,0.3,30.181726799324625,1.9729623190690342,9.661651263012075,9,1,False,True
2025-12-30 10:00:00,0.015014295628133537,0.3912287456174064,1.4355676729793871,0.3,33.794789847814435,1.8418107142249271,11.503461977237002,10,1,False,True
2025-12-30 11:00:00,0.01884271921290749,0.17510445123444213,1.3743387174645876,0.3,33.04736130335085,1.5682858879119372,13.07174786514894,11,1,False,False
2025-12-30 12:00:00,0.015443018577535573,0.8496396325952529,1.1851742049139231,0.3,30.94151260918114,2.050256856086712,15.122004721235651,12,1,False,False
2025-12-30 13:00:00,0.018455292860196846,0.7420119602004062,0.8592606446563882,0.3,29.377585663106746,1.619727897716991,16.741732618952643,13,1,False,False
2025-12-30 14:00:00,0.020327373809784555,0.8410230893513558,1.0070363877409587,0.3,30.489366212965372,1.868386850902099,18.61011946985474,14,1,False,False
2025-12-30 15:00:00,0.018256105584365547,0.20740811756205937,0.678747327930127,0.3,28.813467706371988,0.904411551076552,19.514531020931294,15,1,False,False
2025-12-30 16:00:00,0.015213549612861015,0.22224706021964244,0.8597590697666857,0.3,29.397267359227833,1.097219679599189,20.611750700530482,16,1,False,False
