timestamp,carbon_intensity,renewable_percentage,fossil_fuel_percentage,grid_price_per_kwh,is_peak_hour,is_weekend
2025-12-30 00:00:00,572.6895035346242,37.885082744229294,62.114917255770706,6.489690342269933,False,False
2025-12-30 01:00:00,484.25548800837,52.62408533193834,47.37591466806166,5.835170683802369,False,False
2025-12-30 02:00:00,515.9190952434889,47.346817459418524,52.653182540581476,6.152211696174013,False,False
2025-12-30 03:00:00,440.8930132896869,59.85116445171885,40.14883554828115,6.087407501975717,False,False
2025-12-30 04:00:00,569.2245353150148,38.46257744749754,61.53742255250246,6.7885807777742295,False,False
2025-12-30 05:00:00,524.2421623182871,45.95963961361882,54.04036038638118,5.5888722551377255,False,False
2025-12-30 06:00:00,539.2405020481204,43.459916325313266,56.540083674686734,6.072402876257757,True,False
2025-12-30 07:00:00,588.6731026752705,35.22114955412159,64.77885044587842,6.750029309590936,True,False
2025-12-30 08:00:00,637.2921820555154,27.117969657414108,72.88203034258589,7.990876183012677,True,False
2025-12-30 09:00:00,561.333827520844,39.77769541319266,60.22230458680734,6.342612211035223,True,False
2025-12-30 10:00:00,539.126382700405,43.47893621659917,56.52106378340083,5.926138802479813,True,False
2025-12-30 11:00:00,492.8913398417373,51.18477669304377,48.81522330695623,5.486266508731288,False,False
2025-12-30 12:00:00,460.56171271030814,56.5730478816153,43.4269521183847,5.747675546051922,False,False
2025-12-30 13:00:00,429.8140924490009,61.69765125849985,38.30234874150015,4.809319133167112,False,False
2025-12-30 14:00:00,438.180354242171,60.3032742929715,39.6967257070285,5.292402496914883,False,False
2025-12-30 15:00:00,449.5309603304422,58.41150661159297,41.58849338840703,5.097109597618473,False,False
2025-12-30 16:00:00,508.83324363708874,48.527792727151876,51.472207272848124,6.283475977626914,False,False
2025-12-30 17:00:00,617.1333359298451,30.477777345025814,69.52222265497419,7.091356105889051,False,False
2025-12-30 18:00:00,617.4466395948712,30.425560067521474,69.57443993247853,7.417693434240921,True,False
2025-12-30 19:00:00,545.1175583995987,42.48040693340022,57.51959306659978,5.864638480381634,True,False
2025-12-30 20:00:00,591.1876705379274,34.80205491034544,65.19794508965455,7.0048231397204,True,False
2025-12-30 21:00:00,584.60269587151,35.89955068808166,64.10044931191834,6.681977394101877,True,False
2025-12-30 22:00:00,574.2695183557593,37.62174694070679,62.37825305929321,6.122138282190153,True,False
2025-12-30 23:00:00,569.305255586858,38.449124068856996,61.550875931143004,6.939460752128641,False,False
2025-12-31 00:00:00,479.4764851579084,53.420585807015264,46.579414192984736,5.937384818935781,False,False
2025-12-31 01:00:00,472.5692642654205,54.571789289096586,45.428210710903414,5.218776335307041,False,False
2025-12-31 02:00:00,522.0104028528253,46.33159952452911,53.66840047547089,5.983785760036706,False,False
2025-12-31 03:00:00,481.43574401755285,53.09404266374119,46.90595733625881,5.062438578161407,False,False
2025-12-31 04:00:00,564.6436031662138,39.22606613896436,60.77393386103564,6.070548130755428,False,False
2025-12-31 05:00:00,514.6866373158507,47.55222711402488,52.44777288597512,5.869846521460962,False,False
2025-12-31 06:00:00,527.8638378883077,45.356027018615386,54.643972981384614,6.596923109119378,True,False
2025-12-31 07:00:00,591.1607176168966,34.806547063850566,65.19345293614944,7.142545571542334,True,False
2025-12-31 08:00:00,539.6705579770337,43.38824033716106,56.61175966283894,7.186395398108524,True,False
2025-12-31 09:00:00,608.0360516420842,31.993991392985965,68.00600860701404,6.9380181035063195,True,False
